unit_id	reason	files	rule
src/observer/virtual_table/ob_all_virtual_all_tables	dead	src/observer/virtual_table/ob_all_virtual_all_tables.cpp	not compiled by the reference build
src/observer/vector_index/ob_vector_index_async_task_scheduler	dead	src/observer/vector_index/ob_vector_index_async_task_scheduler.cpp,src/observer/vector_index/ob_vector_index_async_task_scheduler.h	not compiled by the reference build
src/observer/virtual_table/ob_all_virtual_outline	dead	src/observer/virtual_table/ob_all_virtual_outline.cpp,src/observer/virtual_table/ob_all_virtual_outline.h	not compiled by the reference build
src/observer/virtual_table/ob_all_virtual_concurrent_limit_sql	dead	src/observer/virtual_table/ob_all_virtual_concurrent_limit_sql.cpp,src/observer/virtual_table/ob_all_virtual_concurrent_limit_sql.h	not compiled by the reference build
src/oblib/easy/include/easy_define	dropped	src/oblib/easy/include/easy_define.h	crate map: x-dropped
src/oblib/lib/codec/ob_fast_bp_func	dropped	src/oblib/lib/codec/ob_fast_bp_func.cpp,src/oblib/lib/codec/ob_fast_bp_func.h	crate map: x-dropped
src/oblib/lib/codec/ob_fast_delta	dropped	src/oblib/lib/codec/ob_fast_delta.cpp,src/oblib/lib/codec/ob_fast_delta.h	crate map: x-dropped
src/oblib/lib/codec/ob_sse_to_neon	dropped	src/oblib/lib/codec/ob_sse_to_neon.h	crate map: x-dropped
src/oblib/easy/include/easy_atomic	dropped	src/oblib/easy/include/easy_atomic.h	crate map: x-dropped
src/oblib/easy/include/easy_list	dropped	src/oblib/easy/include/easy_list.h	crate map: x-dropped
src/oblib/easy/util/easy_util	dropped	src/oblib/easy/util/easy_util.h	crate map: x-dropped
src/oblib/lib/codec/ob_bp_helpers	dropped	src/oblib/lib/codec/ob_bp_helpers.h	crate map: x-dropped
src/oblib/lib/codec/ob_bp_util	dropped	src/oblib/lib/codec/ob_bp_util.h	crate map: x-dropped
src/oblib/easy/thread/easy_uthread	dropped	src/oblib/easy/thread/easy_uthread.h	crate map: x-dropped
src/oblib/easy/util/easy_array	dropped	src/oblib/easy/util/easy_array.h	crate map: x-dropped
src/oblib/easy/util/easy_hash	dropped	src/oblib/easy/util/easy_hash.h	crate map: x-dropped
src/oblib/lib/codec/ob_codecs	dropped	src/oblib/lib/codec/ob_codecs.h	crate map: x-dropped
src/oblib/easy/io/easy_io_struct	dropped	src/oblib/easy/io/easy_io_struct.h	crate map: x-dropped
src/oblib/lib/codec/ob_composite_codec	dropped	src/oblib/lib/codec/ob_composite_codec.h	crate map: x-dropped
src/oblib/lib/codec/ob_simd_fixed_pfor	dropped	src/oblib/lib/codec/ob_simd_fixed_pfor.h	crate map: x-dropped
src/oblib/lib/codec/ob_tiered_codec	dropped	src/oblib/lib/codec/ob_tiered_codec.h	crate map: x-dropped
src/oblib/lib/codec/ob_universal_compression	dropped	src/oblib/lib/codec/ob_universal_compression.h	crate map: x-dropped
src/oblib/easy/io/easy_baseth_pool	dropped	src/oblib/easy/io/easy_baseth_pool.h	crate map: x-dropped
src/oblib/easy/io/easy_summary	dropped	src/oblib/easy/io/easy_summary.h	crate map: x-dropped
src/oblib/lib/codec/ob_delta_zigzag_pfor	dropped	src/oblib/lib/codec/ob_delta_zigzag_pfor.h	crate map: x-dropped
src/oblib/lib/codec/ob_delta_zigzag_rle	dropped	src/oblib/lib/codec/ob_delta_zigzag_rle.h	crate map: x-dropped
src/oblib/lib/codec/ob_double_delta_zigzag_pfor	dropped	src/oblib/lib/codec/ob_double_delta_zigzag_pfor.h	crate map: x-dropped
src/oblib/lib/codec/ob_double_delta_zigzag_rle	dropped	src/oblib/lib/codec/ob_double_delta_zigzag_rle.h	crate map: x-dropped
src/oblib/lib/codec/ob_xor_fixed_pfor	dropped	src/oblib/lib/codec/ob_xor_fixed_pfor.h	crate map: x-dropped
src/standby/control/ob_standby_role_transition_service	deferred	src/standby/control/ob_standby_role_transition_service.cpp,src/standby/control/ob_standby_role_transition_service.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/control/ob_standby_timestamp_provider	deferred	src/standby/control/ob_standby_timestamp_provider.cpp,src/standby/control/ob_standby_timestamp_provider.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/control/standby_state_store	deferred	src/standby/control/standby_state_store.cpp,src/standby/control/standby_state_store.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/ob_standby_bootstrap_service	deferred	src/standby/ob_standby_bootstrap_service.cpp,src/standby/ob_standby_bootstrap_service.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/ob_standby_log_sync_service	deferred	src/standby/ob_standby_log_sync_service.cpp,src/standby/ob_standby_log_sync_service.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/ob_standby_palf_base_info	deferred	src/standby/ob_standby_palf_base_info.cpp,src/standby/ob_standby_palf_base_info.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/ob_standby_schema_refresh_trigger	deferred	src/standby/ob_standby_schema_refresh_trigger.cpp,src/standby/ob_standby_schema_refresh_trigger.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/ob_standby_source_util	deferred	src/standby/ob_standby_source_util.cpp,src/standby/ob_standby_source_util.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/restore/ob_standby_restore_rpc	deferred	src/standby/restore/ob_standby_restore_rpc.cpp,src/standby/restore/ob_standby_restore_rpc.h,src/standby/restore/ob_standby_restore_storage_struct.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/restore/ob_storage_restore_struct	deferred	src/standby/restore/ob_storage_restore_struct.cpp,src/standby/restore/ob_storage_restore_struct.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/standby_host	deferred	src/standby/standby_host.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/standby_module_disabled	deferred	src/standby/standby_module_disabled.cpp	crate map: standby (ARCHITECTURE 7.4)
src/standby/ob_standby_grpc	deferred	src/standby/ob_standby_grpc.cpp,src/standby/ob_standby_grpc.h,src/standby/ob_standby_grpc_service.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/ob_standby_grpc_stream_util	deferred	src/standby/ob_standby_grpc_stream_util.cpp,src/standby/ob_standby_grpc_stream_util.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/restore/ob_standby_restore_reader	deferred	src/standby/restore/ob_standby_restore_reader.cpp,src/standby/restore/ob_standby_restore_reader.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/standby_module	deferred	src/standby/standby_module.cpp,src/standby/standby_module.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/restore/ob_physical_copy_ctx	deferred	src/standby/restore/ob_physical_copy_ctx.cpp,src/standby/restore/ob_physical_copy_ctx.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/restore/ob_restore_helper_ctx	deferred	src/standby/restore/ob_restore_helper_ctx.cpp,src/standby/restore/ob_restore_helper_ctx.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/restore/ob_standby_restore_tablet_builder	deferred	src/standby/restore/ob_standby_restore_tablet_builder.cpp,src/standby/restore/ob_standby_restore_tablet_builder.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/restore/ob_restore_helper	deferred	src/standby/restore/ob_restore_helper.cpp,src/standby/restore/ob_restore_helper.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/restore/ob_sstable_copy_finish_task	deferred	src/standby/restore/ob_sstable_copy_finish_task.cpp,src/standby/restore/ob_sstable_copy_finish_task.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/restore/ob_physical_copy_task	deferred	src/standby/restore/ob_physical_copy_task.cpp,src/standby/restore/ob_physical_copy_task.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/restore/ob_standby_restore_macro_block_writer	deferred	src/standby/restore/ob_standby_restore_macro_block_writer.cpp,src/standby/restore/ob_standby_restore_macro_block_writer.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/restore/ob_tablet_copy_finish_task	deferred	src/standby/restore/ob_tablet_copy_finish_task.cpp,src/standby/restore/ob_tablet_copy_finish_task.h	crate map: standby (ARCHITECTURE 7.4)
src/standby/restore/ob_standby_sstable_copier	deferred	src/standby/restore/ob_standby_sstable_copier.cpp,src/standby/restore/ob_standby_sstable_copier.h	crate map: standby (ARCHITECTURE 7.4)
bazel/probes/easy_public_interface_probe	dead	bazel/probes/easy_public_interface_probe.cpp	not compiled by the reference build
bazel/probes/logservice_public_interface_probe	dead	bazel/probes/logservice_public_interface_probe.cpp	not compiled by the reference build
bazel/probes/oblib_interface_probe	dead	bazel/probes/oblib_interface_probe.cpp	not compiled by the reference build
bazel/probes/transitive_storage_header_probe	dead	bazel/probes/transitive_storage_header_probe.cpp	not compiled by the reference build
bazel/sanity_abort	dead	bazel/sanity_abort.cpp	not compiled by the reference build
include/android_compat	dead	include/android_compat.h	not compiled by the reference build
tools/codestyle/sample/ob_style_example	dead	tools/codestyle/sample/ob_style_example.cpp,tools/codestyle/sample/ob_style_example.h	not compiled by the reference build
tools/ob_error/test/test_ob_error	dead	tools/ob_error/test/test_ob_error.cpp	not compiled by the reference build
